itemset,hypothesis,conclusion,rule,frequency,confidence,lift,interest,rule ID
"(1, 356)",1,356,1-->356,0.8910776361529548,0.18465539661898572,0.020448813971793232,-8.845472065721687,1
"(1, 318)",1,318,1-->318,0.8910776361529548,0.19115734720416125,0.016382203638251356,-11.477440567048447,2
"(47, 593)",47,593,47-->593,2.473928157589803,0.24262295081967217,0.026344188041944775,-8.967110537013468,3
"(47, 2571)",47,2571,47-->2571,2.473928157589803,0.16440281030444967,0.01316015446551712,-12.328065324110382,4
"(47, 2959)",47,2959,47-->2959,2.473928157589803,0.1629976580796253,0.02168444256554904,-7.353804195918057,5
"(47, 296)",47,296,47-->296,2.473928157589803,0.35362997658079626,0.02301007839774012,-15.014852062816654,6
"(50, 593)",50,593,50-->593,4.326767091541136,0.15666845206213176,0.017011181948870118,-9.05306503577101,7
"(110, 356)",110,356,110-->356,2.2977983777520277,0.264750378214826,0.02931856491715576,-8.765377084125847,8
"(260, 1136)",1136,260,1136-->260,0.37543453070683663,0.4074074074074074,0.03818753042170007,-10.261190506845201,9
"(260, 1196)",260,1196,260-->1196,10.668597914252608,0.3307266210492017,0.035363285090504404,-9.021532938626349,10
"(260, 1196)",1196,260,1196-->260,9.35225955967555,0.37727666955767564,0.035363285090504404,-10.291321244694933,11
"(260, 1197)",1197,260,1197-->260,0.47508690614136734,0.3463414634146342,0.03246363450926787,-10.322256450837974,12
"(260, 1198)",1198,260,1198-->260,4.593279258400927,0.27976791120080724,0.0262234937945364,-10.388830003051801,13
"(260, 1210)",260,1210,260-->1210,10.668597914252608,0.18246985988921471,0.036367549442122934,-4.834911368384249,14
"(260, 1210)",1210,260,1210-->260,5.0173812282734644,0.38799076212471134,0.036367549442122934,-10.280607152127896,15
"(260, 1240)",1240,260,1240-->260,0.5504055619930475,0.2736842105263158,0.02565325010146742,-10.394913703726292,16
"(260, 1265)",1265,260,1265-->260,0.3742757821552723,0.2043343653250774,0.019152879035032235,-10.46426354892753,17
"(260, 1270)",1270,260,1270-->260,1.220162224797219,0.332383665716999,0.03115532784987185,-10.336214248535608,18
"(260, 1291)",1291,260,1291-->260,1.2247972190034762,0.3973509933774835,0.03724491227161597,-10.271246920875125,19
"(260, 32)",32,260,32-->260,0.40092699884125144,0.18786127167630057,0.017608806066758704,-10.480736642576307,20
"(260, 4306)",4306,260,4306-->260,0.46118192352259557,0.15326633165829148,0.014366117543293748,-10.515331582594316,21
"(260, 589)",589,260,589-->260,2.701042873696408,0.20634920634920637,0.019341736187614325,-10.462248707903402,22
"(260, 858)",858,260,858-->260,5.274623406720742,0.1726713532513181,0.016185008999227493,-10.49592656100129,23
"(260, 1036)",1036,260,1036-->260,0.37891077636152953,0.18960244648318045,0.017772011655803704,-10.478995467769428,24
"(356, 457)",457,356,457-->356,0.7879490150637312,0.2161764705882353,0.023939470565590537,-8.813950991752437,25
"(356, 480)",480,356,480-->356,1.586326767091541,0.16216216216216217,0.017957904009488764,-8.867965300178511,26
"(356, 527)",527,356,527-->356,2.6709154113557356,0.19956616052060738,0.022100038050722977,-8.830561301820065,27
"(356, 590)",590,356,590-->356,0.31517960602549244,0.2757352941176471,0.030535038986722624,-8.754392168223026,28
"(356, 2571)",356,2571,356-->2571,9.030127462340673,0.15667907096111894,0.012541882778911571,-12.335789063453714,29
"(356, 3147)",3147,356,3147-->356,0.23290845886442643,0.31840796019900497,0.03526062744151691,-8.711719502141667,30
"(356, 1704)",1704,356,1704-->356,0.5492468134414832,0.28481012658227844,0.03153998963691855,-8.745317335758394,31
"(356, 79132)",79132,356,79132-->356,0.4148319814600232,0.1843575418994413,0.02041582941860873,-8.845769920441231,32
"(356, 588)",588,356,588-->356,0.3847045191193511,0.21987951807228914,0.024349547555034712,-8.810247944268383,33
"(356, 150)",150,356,150-->356,0.6523754345307068,0.2646536412078153,0.029307852221525037,-8.765473821132858,34
"(356, 318)",318,356,318-->356,11.668597914252608,0.1985104270109235,0.021983125691059535,-8.83161703532975,35
"(356, 364)",364,356,364-->356,0.3986095017381228,0.2296511627906977,0.0254316634785541,-8.800476299549976,36
"(356, 1193)",1193,356,1193-->356,0.3904982618771727,0.18100890207715134,0.020044999678247348,-8.849118560263522,37
"(356, 6377)",6377,356,6377-->356,0.07531865585168018,1.0,0.11074040805851404,-8.030127462340673,38
"(480, 588)",588,480,588-->480,0.3847045191193511,0.19277108433734938,0.12152041328205443,-1.3935556827541917,39
"(593, 2329)",2329,593,2329-->593,0.8076477404403245,0.18507890961262552,0.020096011448879694,-9.024654578220515,40
"(593, 296)",593,296,593-->296,9.209733487833141,0.29038751887267233,0.01889500330144886,-15.078094520524779,41
"(593, 296)",296,593,296-->593,15.36848203939745,0.17401794465807133,0.01889500330144886,-9.035715543175069,42
"(608, 1136)",1136,608,1136-->608,0.37543453070683663,0.19135802469135801,0.09806530600275651,-1.759974536142941,43
"(608, 296)",608,296,608-->296,1.951332560834299,0.29394299287410924,0.019126351719094947,-15.074539046523341,44
"(1089, 296)",1089,296,1089-->296,1.6442641946697567,0.42917547568710357,0.027925690682196365,-14.939306563710348,45
"(1136, 1196)",1136,1196,1136-->1196,0.37543453070683663,0.3919753086419753,0.04191236418758824,-8.960284251033576,46
"(1196, 1200)",1200,1196,1200-->1196,0.22247972190034762,0.3229166666666667,0.03452819766241275,-9.029342893008884,47
"(1197, 1198)",1197,1198,1197-->1198,0.47508690614136734,0.17073170731707318,0.037169894907829,-4.422547551083854,48
"(1206, 296)",1206,296,1206-->296,0.07300115874855156,1.0,0.06506823493930483,-14.36848203939745,49
"(1213, 296)",1213,296,1213-->296,1.0880648899188876,0.22790202342917998,0.014829182403632837,-15.14058001596827,50
"(1213, 858)",1213,858,1213-->858,1.0880648899188876,0.21938232161874335,0.04159203505205965,-5.055241085101998,51
"(1222, 296)",1222,296,1222-->296,0.07068366164542295,1.0,0.06506823493930483,-14.36848203939745,52
"(1240, 589)",1240,589,1240-->589,0.5504055619930475,0.2863157894736842,0.10600194179141546,-2.4147270842227235,53
"(2028, 2571)",2028,2571,2028-->2571,3.003476245654693,0.32870370370370366,0.026312150662860242,-12.163764430711128,54
"(2329, 2959)",2329,2959,2329-->2959,0.8076477404403245,0.21520803443328548,0.028630265718502447,-7.301593819564397,55
"(2571, 2858)",2858,2571,2858-->2571,3.0382387022016224,0.18688024408848206,0.014959433322359708,-12.30558789032635,56
"(2571, 2959)",2959,2571,2959-->2571,7.516801853997682,0.23061507630645908,0.01846032936206977,-12.261853058108374,57
"(2571, 6874)",6874,2571,6874-->2571,0.30359212050984935,0.24045801526717558,0.019248239233426633,-12.252010119147656,58
"(2571, 58559)",58559,2571,58559-->2571,0.32560834298957125,0.25622775800711745,0.02051057927466305,-12.236240376407714,59
"(2571, 2762)",2762,2571,2762-->2571,1.3684820393974508,0.29127857747671465,0.023316335438494085,-12.201189556938116,60
"(2571, 296)",2571,296,2571-->296,12.492468134414832,0.18207958445413228,0.011847597178912475,-15.186402454943318,61
"(2571, 4993)",4993,2571,4993-->2571,3.54577056778679,0.17124183006535948,0.01370760591284716,-12.321226304349473,62
"(2571, 6539)",6539,2571,6539-->2571,0.2954808806488992,0.25098039215686274,0.02009053691043248,-12.24148774225797,63
"(2571, 7153)",7153,2571,7153-->2571,4.287369640787949,0.1745945945945946,0.013975988789085904,-12.317873539820237,64
"(2571, 293)",293,2571,293-->2571,0.30011587485515645,0.24710424710424708,0.019780258348109196,-12.245363887310585,65
"(2571, 4226)",4226,2571,4226-->2571,1.1239860950173812,0.21649484536082475,0.01733002982528446,-12.275973289054008,66
"(2571, 7361)",7361,2571,7361-->2571,0.32444959443800697,0.25,0.020012058250626102,-12.242468134414832,67
"(2959, 48516)",48516,2959,48516-->2959,0.22711471610660486,0.34183673469387754,0.04547635302001177,-7.174965119303804,68
"(2959, 4973)",4973,2959,4973-->2959,0.14947856315179606,0.5193798449612402,0.0690958542009481,-6.997422009036442,69
"(296, 778)",778,296,778-->296,0.07184241019698726,1.0,0.06506823493930483,-14.36848203939745,70
"(4306, 4993)",4306,4993,4306-->4993,0.46118192352259557,0.16834170854271358,0.04747676289946465,-3.3774288592440764,71
"(4306, 7153)",4306,7153,4306-->7153,0.46118192352259557,0.16331658291457288,0.03809248947439903,-4.124053057873376,72
"(4993, 5952)",4993,5952,4993-->5952,3.54577056778679,0.26633986928104575,0.10224702277114879,-2.3385268746355243,73
"(4993, 5952)",5952,4993,5952-->4993,2.60486674391657,0.3625444839857651,0.10224702277114879,-3.183226083801025,74
"(858, 1221)",858,1221,858-->1221,5.274623406720742,0.15114235500878734,0.10182346008788717,-1.3332145395450945,75
"(858, 1221)",1221,858,1221-->858,1.4843568945538819,0.5370804059328649,0.10182346008788717,-4.737543000787877,76
"(1, 318, 356)","(1, 318)",356,"(1, 318)-->356",0.17033603707995365,0.41496598639455784,0.04595350266373712,-8.615161475946115,77
"(1, 318, 356)","(1, 356)",318,"(1, 356)-->318",0.1645422943221321,0.4295774647887324,0.036814831391526914,-11.239020449463876,78
"(47, 50, 296)","(47, 50)",296,"(47, 50)-->296",0.16801853997682503,0.4827586206896552,0.03141225135000923,-14.885723418707796,79
"(47, 296, 318)","(47, 296)",318,"(47, 296)-->318",0.8748551564310545,0.1880794701986755,0.01611842927323306,-11.480518444053933,80
"(47, 296, 318)","(47, 318)",296,"(47, 318)-->296",0.4275782155272306,0.3848238482384824,0.02503980856742896,-14.983658191158968,81
"(47, 296, 356)","(47, 356)",296,"(47, 356)-->296",0.3383545770567787,0.24315068493150685,0.015821385892776176,-15.125331354465944,82
"(47, 296, 527)","(47, 527)",296,"(47, 527)-->296",0.14947856315179606,0.4728682170542636,0.030768700242617013,-14.895613822343186,83
"(47, 296, 593)","(47, 593)",296,"(47, 593)-->296",0.6002317497103129,0.2934362934362934,0.019093381681031533,-15.075045745961157,84
"(47, 296, 2571)","(47, 2571)",296,"(47, 2571)-->296",0.406720741599073,0.39031339031339035,0.02539700338086827,-14.978168649084061,85
"(47, 296, 2959)","(47, 2959)",296,"(47, 2959)-->296",0.40324449594438005,0.3936781609195403,0.0256159430651861,-14.97480387847791,86
"(50, 260, 296)","(50, 260)",296,"(50, 260)-->296",0.2526071842410197,0.31651376146788995,0.020594991792715754,-15.05196827792956,87
"(50, 260, 1196)","(50, 1196)",260,"(50, 1196)-->260",0.23870220162224798,0.33009708737864074,0.030940999935675784,-10.338500826873966,88
"(50, 296, 318)","(50, 296)",318,"(50, 296)-->318",1.5422943221320973,0.21788129226145755,0.01867244838347943,-11.45071662199115,89
"(50, 296, 318)","(50, 318)",296,"(50, 318)-->296",0.9536500579374276,0.35236938031591736,0.022928053623813366,-15.016112659081534,90
"(50, 296, 356)","(50, 356)",296,"(50, 356)-->296",0.41251448435689453,0.38202247191011235,0.024857527954341173,-14.986459567487339,91
"(50, 296, 527)","(50, 527)",296,"(50, 527)-->296",0.2641946697566628,0.3070175438596492,0.01997708967434798,-15.061464495537802,92
"(50, 296, 593)","(50, 593)",296,"(50, 593)-->296",0.6778679026651216,0.37948717948717947,0.024692560951325937,-14.988994859910271,93
"(50, 296, 608)","(50, 608)",296,"(50, 608)-->296",0.15874855156431056,0.47445255474452547,0.03087179029967017,-14.894029484652926,94
"(50, 296, 858)","(50, 858)",296,"(50, 858)-->296",0.3951332560834299,0.20821114369501467,0.013547931614928573,-15.160270895702435,95
"(50, 296, 1089)","(50, 1089)",296,"(50, 1089)-->296",0.15874855156431056,0.47445255474452547,0.03087179029967017,-14.894029484652926,96
"(50, 296, 2571)","(50, 2571)",296,"(50, 2571)-->296",0.4078794901506373,0.2159090909090909,0.014048823452804452,-15.15257294848836,97
"(50, 296, 2858)","(50, 2858)",296,"(50, 2858)-->296",0.16222479721900349,0.46428571428571425,0.03021025193610581,-14.904196325111737,98
"(50, 296, 2959)","(50, 2959)",296,"(50, 2959)-->296",0.6326767091541136,0.36630036630036633,0.023834518292785656,-15.002181673097084,99
"(50, 593, 2959)","(593, 2959)",50,"(593, 2959)-->50",0.9038238702201622,0.16025641025641027,0.03703837226868829,-4.166510681284725,100
"(50, 858, 1221)","(50, 1221)",858,"(50, 1221)-->858",0.14716106604866744,0.49606299212598426,0.09404709187274263,-4.778560414594757,101
"(110, 296, 318)","(110, 296)",318,"(110, 296)-->318",0.4507531865585168,0.37017994858611825,0.0317244583545005,-11.29841796566649,102
"(110, 296, 318)","(110, 318)",296,"(110, 318)-->296",0.4704519119351101,0.35467980295566504,0.023078388746945556,-15.013802236441785,103
"(110, 296, 356)","(110, 356)",296,"(110, 356)-->296",0.608342989571263,0.2647619047619048,0.017227589822025473,-15.103720134635546,104
"(110, 296, 593)","(110, 593)",296,"(110, 593)-->296",0.34762456546929316,0.22333333333333333,0.014531905803111412,-15.145148706064118,105
"(110, 356, 480)","(110, 480)",356,"(110, 480)-->356",0.1645422943221321,0.43661971830985913,0.048351445772027254,-8.593507744030813,106
"(110, 356, 480)","(356, 480)",110,"(356, 480)-->110",0.2572421784472769,0.2792792792792793,0.12154211700353912,-2.0185190984727486,107
"(110, 356, 589)","(110, 589)",356,"(110, 589)-->356",0.17265353418308227,0.4161073825503356,0.04607990133978437,-8.614020079790338,108
"(110, 356, 589)","(356, 589)",110,"(356, 589)-->110",0.320973348783314,0.22382671480144406,0.09740920568514687,-2.0739716629505835,109
"(110, 2028, 2571)","(110, 2028)",2571,"(110, 2028)-->2571",0.15874855156431056,0.4525547445255474,0.03622620763616987,-12.039913389889284,110
"(110, 2028, 2571)","(110, 2571)",2028,"(110, 2571)-->2028",0.17033603707995365,0.4217687074829932,0.1404268497522466,-2.5817075381717,111
"(150, 318, 356)","(150, 318)",356,"(150, 318)-->356",0.17844727694090382,0.4155844155844156,0.04602198776457727,-8.614543046756257,112
"(150, 318, 356)","(150, 356)",318,"(150, 356)-->318",0.17265353418308227,0.42953020134228187,0.03681078090947262,-11.239067712910327,113
"(260, 296, 318)","(260, 318)",296,"(260, 318)-->296",0.8203939745075318,0.19491525423728817,0.012682791555966199,-15.173566785160162,114
"(260, 296, 593)","(260, 593)",296,"(260, 593)-->296",0.7624565469293163,0.21124620060790275,0.013745417411190536,-15.157235838789548,115
"(260, 296, 608)","(260, 608)",296,"(260, 608)-->296",0.24797219003476245,0.3037383177570093,0.019763716219882307,-15.064743721640442,116
"(260, 296, 858)","(260, 858)",296,"(260, 858)-->296",0.9107763615295481,0.178117048346056,0.011589761948476688,-15.190364991051394,117
"(260, 296, 1196)","(260, 296)",1196,"(260, 296)-->1196",1.6616454229432214,0.3305439330543933,0.035343750988222206,-9.021715626621157,118
"(260, 296, 1196)","(260, 1196)",296,"(260, 1196)-->296",3.5283893395133257,0.15566502463054185,0.010128848394492771,-15.212817014766909,119
"(260, 296, 1196)","(296, 1196)",260,"(296, 1196)-->260",1.3707995365005794,0.40067624683009295,0.03755659835064301,-10.267921667422515,120
"(260, 296, 1198)","(296, 1198)",260,"(296, 1198)-->260",0.4704519119351101,0.3251231527093596,0.030474777971997102,-10.343474761543249,121
"(260, 296, 1210)","(296, 1210)",260,"(296, 1210)-->260",0.4241019698725377,0.4016393442622951,0.03764687239039433,-10.266958569990313,122
"(260, 296, 2858)","(260, 2858)",296,"(260, 2858)-->296",0.31402085747392816,0.23247232472324722,0.015126563841978613,-15.136009714674204,123
"(260, 296, 2959)","(260, 2959)",296,"(260, 2959)-->296",0.33371958285052145,0.23958333333333334,0.015589264620875117,-15.128898706064117,124
"(260, 318, 1196)","(318, 1196)",260,"(318, 1196)-->260",0.6373117033603708,0.3654545454545455,0.034255161586539885,-10.303143368798063,125
"(260, 318, 1210)","(318, 1210)",260,"(318, 1210)-->260",0.32213209733487835,0.47122302158273377,0.04416916124969037,-10.197374892669874,126
"(260, 356, 1196)","(260, 356)",1196,"(260, 356)-->1196",0.5805330243337196,0.27944111776447106,0.029879529752290735,-9.07281844191108,127
"(260, 356, 1196)","(356, 1196)",260,"(356, 1196)-->260",0.5654692931633836,0.28688524590163933,0.026890623135995953,-10.381712668350968,128
"(260, 356, 1210)","(356, 1210)",260,"(356, 1210)-->260",0.4078794901506373,0.3892045454545455,0.03648132103044127,-10.279393368798063,129
"(260, 480, 1196)","(260, 480)",1196,"(260, 480)-->1196",0.16222479721900349,0.44999999999999996,0.048116714161813894,-8.902259559675551,130
"(260, 480, 1196)","(480, 1196)",260,"(480, 1196)-->260",0.15063731170336037,0.4846153846153846,0.04542446800511316,-10.183982529637223,131
"(260, 589, 1196)","(260, 589)",1196,"(260, 589)-->1196",0.5573580533024334,0.4178794178794179,0.044682187787131414,-8.934380141796133,132
"(260, 589, 1196)","(589, 1196)",260,"(589, 1196)-->260",0.4936268829663963,0.471830985915493,0.04422614758825572,-10.196766928337116,133
"(260, 589, 1210)","(589, 1210)",260,"(589, 1210)-->260",0.37775202780996525,0.38036809815950917,0.03565305405796203,-10.288229816093098,134
"(260, 589, 2571)","(589, 2571)",260,"(589, 2571)-->260",0.5619930475086906,0.27010309278350514,0.025317581087451385,-10.398494821469102,135
"(260, 593, 1196)","(593, 1196)",260,"(593, 1196)-->260",0.5735805330243338,0.2909090909090909,0.027267790317643686,-10.377688823343517,136
"(260, 593, 1198)","(593, 1198)",260,"(593, 1198)-->260",0.3267670915411356,0.25177304964539005,0.023599450618439405,-10.416824864607218,137
"(260, 593, 1210)","(593, 1210)",260,"(593, 1210)-->260",0.23870220162224798,0.31553398058252424,0.02957595582086656,-10.353063933670084,138
"(260, 608, 1196)","(608, 1196)",260,"(608, 1196)-->260",0.15874855156431056,0.48175182481751816,0.04515605787091541,-10.18684608943509,139
"(260, 858, 1196)","(858, 1196)",260,"(858, 1196)-->260",0.6303592120509849,0.37500000000000006,0.03514988595633757,-10.293597914252608,140
"(260, 858, 1198)","(858, 1198)",260,"(858, 1198)-->260",0.16801853997682503,0.46206896551724136,0.043311123845050425,-10.206528948735366,141
"(260, 858, 1210)","(858, 1210)",260,"(858, 1210)-->260",0.31170336037079954,0.483271375464684,0.04529848995612276,-10.185326538787924,142
"(260, 858, 1221)","(260, 1221)",858,"(260, 1221)-->858",0.1633835457705678,0.49645390070921985,0.09412120305625148,-4.778169506011522,143
"(260, 1136, 1196)","(260, 1136)",1196,"(260, 1136)-->1196",0.15295480880648898,0.4696969696969697,0.05022283296350946,-8.88256258997858,144
"(260, 1136, 1196)",1136,"(260, 1196)","1136-->(260, 1196)",0.37543453070683663,0.19135802469135801,0.0542338178353504,-3.3370313148219677,145
"(260, 1136, 1196)","(1136, 1196)",260,"(1136, 1196)-->260",0.14716106604866744,0.4881889763779528,0.045759431586203235,-10.180408937874656,146
"(260, 1196, 1197)","(260, 1197)",1196,"(260, 1197)-->1196",0.1645422943221321,0.4577464788732394,0.04894501440560099,-8.89451308080231,147
"(260, 1196, 1197)","(1196, 1197)",260,"(1196, 1197)-->260",0.15990730011587487,0.4710144927536231,0.04414961521085877,-10.197583421498985,148
"(260, 1196, 1198)","(260, 1198)",1196,"(260, 1198)-->1196",1.2850521436848203,0.3345356176735798,0.03577056598343444,-9.01772394200197,149
"(260, 1196, 1198)","(1196, 1198)",260,"(1196, 1198)-->260",1.1019698725376594,0.39011566771819134,0.03656672328019975,-10.278482246534416,150
"(260, 1196, 1210)","(260, 1210)",1196,"(260, 1210)-->1196",1.9466975666280417,0.4232142857142857,0.0452526240331345,-8.929045273961265,151
"(260, 1196, 1210)","(1196, 1210)",260,"(1196, 1210)-->260",1.914252607184241,0.4303874092009685,0.04034151560122035,-10.23821050505164,152
"(260, 1196, 1240)","(260, 1240)",1196,"(260, 1240)-->1196",0.15063731170336037,0.4692307692307693,0.05017298399778886,-8.883028790444781,153
"(260, 1196, 1240)","(1196, 1240)",260,"(1196, 1240)-->260",0.14947856315179606,0.4728682170542636,0.04432337040489078,-10.195729697198344,154
"(260, 1196, 1270)","(260, 1270)",1196,"(260, 1270)-->1196",0.4055619930475087,0.3857142857142857,0.04124289785298334,-8.966545273961264,155
"(260, 1196, 1270)","(1196, 1270)",260,"(1196, 1270)-->260",0.3962920046349942,0.3947368421052631,0.03699987995403954,-10.273861072147344,156
"(260, 1196, 1291)","(260, 1291)",1196,"(260, 1291)-->1196",0.48667439165701043,0.4857142857142857,0.0519355010000531,-8.866545273961265,157
"(260, 1196, 1291)","(1196, 1291)",260,"(1196, 1291)-->260",0.49130938586326767,0.4811320754716981,0.0450979668873765,-10.18746583878091,158
"(260, 1196, 2028)","(260, 2028)",1196,"(260, 2028)-->1196",0.3314020857473928,0.24125874125874128,0.02579683976041305,-9.111000818416809,159
"(260, 1196, 2028)","(1196, 2028)",260,"(1196, 2028)-->260",0.2514484356894554,0.31797235023041476,0.02980451159431388,-10.350625564022193,160
"(260, 1196, 2571)","(260, 2571)",1196,"(260, 2571)-->1196",1.5504055619930475,0.2825112107623318,0.030207802612797964,-9.069748348913219,161
"(260, 1196, 2571)","(1196, 2571)",260,"(1196, 2571)-->260",1.5979142526071843,0.27411167512690354,0.0256933176533635,-10.394486239125705,162
"(260, 1196, 2762)","(260, 2762)",1196,"(260, 2762)-->1196",0.1552723059096176,0.46268656716417916,0.04947323844166604,-8.889572992511372,163
"(260, 1196, 2762)","(1196, 2762)",260,"(1196, 2762)-->260",0.1541135573580533,0.4661654135338346,0.04369509632667527,-10.202432500718773,164
"(260, 1196, 2858)","(1196, 2858)",260,"(1196, 2858)-->260",0.15990730011587487,0.4710144927536231,0.04414961521085877,-10.197583421498985,165
"(260, 1196, 2959)","(1196, 2959)",260,"(1196, 2959)-->260",0.32560834298957125,0.24555160142348756,0.023016295430484387,-10.42304631282912,166
"(260, 1196, 4993)","(260, 4993)",1196,"(260, 4993)-->1196",0.39745075318655854,0.2011661807580175,0.021509901374571812,-9.151093378917533,167
"(260, 1196, 4993)","(1196, 4993)",260,"(1196, 4993)-->260",0.31517960602549244,0.25367647058823534,0.023777864029287183,-10.414921443664372,168
"(260, 1196, 5952)","(260, 5952)",1196,"(260, 5952)-->1196",0.38122827346465815,0.19148936170212766,0.02047519751566549,-9.160770197973422,169
"(260, 1196, 5952)","(1196, 5952)",260,"(1196, 5952)-->260",0.22595596755504055,0.3230769230769231,0.030282978670075445,-10.345520991175684,170
"(260, 1196, 7153)","(260, 7153)",1196,"(260, 7153)-->1196",0.47856315179606024,0.1719128329297821,0.018381956984066652,-9.180346726745768,171
"(260, 1196, 7153)","(1196, 7153)",260,"(1196, 7153)-->260",0.4646581691772885,0.17705735660847882,0.01659612238004966,-10.491540557644129,172
"(260, 1198, 1210)","(1198, 1210)",260,"(1198, 1210)-->260",0.6674391657010429,0.3836805555555556,0.03596354072384538,-10.284917358697053,173
