itemset,hypothesis,conclusion,rule,frequency,confidence,lift,interest,rule ID
"(6, 593)",6,593,6-->593,0.01564945226917058,0.5,0.37967914438502676,-0.8169014084507042,1
"(6, 2028)",6,2028,6-->2028,0.01564945226917058,0.5,0.6079923882017126,-0.3223787167449139,2
"(47, 110)",47,110,47-->110,0.19405320813771518,0.22983870967741934,0.24745903198630323,-0.6989562824978545,3
"(47, 356)",47,356,47-->356,0.19405320813771518,0.22983870967741934,0.17067627598358043,-1.116796658084709,4
"(47, 593)",47,593,47-->593,0.19405320813771518,0.27419354838709675,0.20821114369501464,-1.0427078600636075,5
"(47, 318)",47,318,47-->318,0.19405320813771518,0.2217741935483871,0.23136932192231732,-0.7367547579383108,6
"(50, 592)",592,50,592-->50,0.01564945226917058,0.5,0.5424448217317487,-0.4217527386541471,7
"(50, 21)",21,50,21-->50,0.025039123630672927,0.65625,0.7119588285229203,-0.2655027386541471,8
"(50, 32)",32,50,32-->50,0.07746478873239436,0.21212121212121215,0.23012810618922677,-0.7096315265329349,9
"(50, 1258)",1258,50,1258-->50,0.01643192488262911,0.47619047619047616,0.5166141159349987,-0.4455622624636709,10
"(110, 32)",32,110,32-->110,0.07746478873239436,0.2222222222222222,0.2392586352148273,-0.7065727699530516,11
"(260, 1097)",1097,260,1097-->260,0.03286384976525822,0.26190476190476186,0.12918343717263053,-1.7654817795662865,12
"(260, 1196)",260,1196,260-->1196,2.0273865414710484,0.201466615206484,0.10800097912495242,-1.663948095278649,13
"(260, 1196)",1196,260,1196-->260,1.865414710485133,0.21895973154362416,0.10800097912495242,-1.808426809927424,14
"(260, 1197)",1197,260,1197-->260,0.1807511737089202,0.24242424242424243,0.11957475176309604,-1.784962299046806,15
"(260, 1240)",1240,260,1240-->260,0.19327073552425664,0.27530364372469635,0.13579238003865765,-1.752082897746352,16
"(260, 1291)",1291,260,1291-->260,0.48513302034428796,0.2064516129032258,0.10183140150147534,-1.8209349285678225,17
"(260, 2115)",2115,260,2115-->260,0.10093896713615023,0.24806201550387597,0.12235555994363316,-1.7793245259671724,18
"(260, 2858)",2858,260,2858-->260,0.3622848200312989,0.2138228941684665,0.1054672554022772,-1.8135636473025818,19
"(260, 3578)",3578,260,3578-->260,0.19874804381846636,0.21653543307086612,0.10680520396162367,-1.8108511084001822,20
"(260, 3793)",3793,260,3793-->260,0.06416275430359937,0.36585365853658536,0.18045579915467239,-1.661532882934463,21
"(260, 912)",912,260,912-->260,0.025821596244131457,0.6363636363636364,0.3138837233781271,-1.391022905107412,22
"(260, 1610)",1610,260,1610-->260,0.12284820031298904,0.47770700636942676,0.23562699889622826,-1.5496795351016215,23
"(260, 5952)",5952,260,5952-->260,0.12519561815336464,0.25625,0.1263942493245851,-1.7711365414710483,24
"(260, 6539)",6539,260,6539-->260,0.11424100156494522,0.2054794520547945,0.10135188719645982,-1.821907089416254,25
"(260, 7153)",7153,260,7153-->260,0.3442879499217527,0.2,0.09864917020455424,-1.8273865414710484,26
"(260, 1200)",1200,260,1200-->260,0.032081377151799685,0.24390243902439027,0.12030386610311493,-1.7834841024466581,27
"(260, 1221)",1221,260,1221-->260,0.6236306729264476,0.20075282308657466,0.09902049706856134,-1.8266337183844736,28
"(356, 590)",590,356,590-->356,0.3967136150234742,0.22682445759368836,0.16843791795742807,-1.11981091016844,29
"(356, 1222)",1222,356,1222-->356,0.01643192488262911,0.47619047619047616,0.35361500788578065,-0.8704448915716522,30
"(356, 2329)",2329,356,2329-->356,0.023474178403755867,0.33333333333333337,0.24753050552004652,-1.0133020344287949,31
"(356, 1704)",1704,356,1704-->356,0.07668231611893583,0.4591836734693878,0.34098590046128857,-0.8874516942927405,32
"(356, 1246)",1246,356,1246-->356,0.00782472613458529,1.0,0.7425915165601394,-0.34663536776212833,33
"(457, 595)",595,457,595-->457,0.00782472613458529,1.0,2.6569646569646572,0.6236306729264476,34
"(527, 2329)",2329,527,2329-->527,0.023474178403755867,0.33333333333333337,0.5059382422802852,-0.32550860719874797,35
"(590, 34)",34,590,34-->590,0.00782472613458529,1.0,2.5207100591715976,0.6032863849765258,36
"(593, 1704)",1704,593,1704-->593,0.07668231611893583,0.326530612244898,0.2479537269453236,-0.9903707962058063,37
"(593, 2762)",2762,593,2762-->593,0.2871674491392801,0.26975476839237056,0.2048405193139926,-1.0471466400583336,38
"(608, 1208)",1208,608,1208-->608,0.008607198748043818,1.0,8.693877551020408,0.8849765258215962,39
"(1089, 2571)",1089,2571,1089-->2571,0.09780907668231612,0.416,0.19632496307237812,-1.7029358372456964,40
"(1136, 1196)",1136,1196,1136-->1196,0.081377151799687,0.20192307692307696,0.10824567630356223,-1.6634916335620562,41
"(1196, 1214)",1214,1196,1214-->1196,0.08528951486697965,0.20183486238532108,0.10819838679884243,-1.663579848099812,42
"(1196, 1270)",1270,1196,1270-->1196,0.3779342723004695,0.21118012422360247,0.11320813706282044,-1.6542345862615306,43
"(1196, 2959)",2959,1196,2959-->1196,0.09076682316118936,0.2672413793103448,0.14326110853968987,-1.5981733311747883,44
"(1196, 4306)",4306,1196,4306-->1196,0.025039123630672927,0.3125,0.16752307046979864,-1.552914710485133,45
"(1196, 541)",541,1196,541-->1196,0.023474178403755867,0.6666666666666667,0.3573825503355705,-1.1987480438184663,46
"(1196, 1036)",1036,1196,1036-->1196,0.13536776212832552,0.26011560693641617,0.13944116848353183,-1.605299103548717,47
"(1196, 5418)",5418,1196,5418-->1196,0.01643192488262911,0.47619047619047616,0.25527325023969316,-1.389224234294657,48
"(1198, 1270)",1270,1198,1270-->1198,0.3779342723004695,0.2173913043478261,0.17741129435282363,-1.00796080832823,49
"(1206, 4226)",1206,4226,1206-->4226,0.00782472613458529,1.0,13.741935483870968,0.9272300469483568,50
"(1210, 1270)",1270,1210,1270-->1210,0.3779342723004695,0.21118012422360247,0.11852797486067806,-1.570510016621468,51
"(1213, 296)",1213,296,1213-->296,0.09546165884194054,0.24590163934426226,0.20170879016814322,-0.9731906924241259,52
"(1213, 858)",1213,858,1213-->858,0.09546165884194054,0.2540983606557377,0.26379992276038405,-0.7091254265117115,53
"(1213, 1221)",1213,1221,1213-->1221,0.09546165884194054,0.24590163934426226,0.3943065182960692,-0.37772903358218535,54
"(2028, 2268)",2268,2028,2268-->2028,0.00782472613458529,1.0,1.2159847764034253,0.17762128325508608,55
"(2028, 2571)",2028,2571,2028-->2571,0.8223787167449139,0.2264509990485252,0.10687015390842511,-1.892484838197171,56
"(2028, 1682)",1682,2028,1682-->2028,0.008607198748043818,1.0,1.2159847764034253,0.17762128325508608,57
"(2329, 296)",2329,296,2329-->296,0.023474178403755867,0.33333333333333337,0.2734274711168164,-0.8857589984350548,58
"(2571, 2700)",2700,2571,2700-->2571,0.00782472613458529,1.0,0.4719350073855244,-1.1189358372456963,59
"(2571, 79132)",79132,2571,79132-->2571,0.09624413145539906,0.2682926829268293,0.12661670929855534,-1.850643154318867,60
"(2571, 4886)",4886,2571,4886-->2571,0.01564945226917058,0.5,0.2359675036927622,-1.6189358372456963,61
"(2571, 5445)",5445,2571,5445-->2571,0.00782472613458529,1.0,0.4719350073855244,-1.1189358372456963,62
"(2571, 1653)",1653,2571,1653-->2571,0.00782472613458529,1.0,0.4719350073855244,-1.1189358372456963,63
"(2571, 293)",293,2571,293-->2571,0.026604068857589983,0.35294117647058826,0.16656529672430273,-1.765994660775108,64
"(2571, 5349)",5349,2571,5349-->2571,0.00782472613458529,1.0,0.4719350073855244,-1.1189358372456963,65
"(2571, 1527)",1527,2571,1527-->2571,0.008607198748043818,1.0,0.4719350073855244,-1.1189358372456963,66
"(2571, 1580)",1580,2571,1580-->2571,0.00782472613458529,1.0,0.4719350073855244,-1.1189358372456963,67
"(6874, 7438)",6874,7438,6874-->7438,0.010172143974960876,1.0,55.56521739130435,0.9820031298904538,68
"(6874, 7438)",7438,6874,7438-->6874,0.017996870109546165,0.5652173913043478,55.565217391304344,0.5550452473293869,69
"(58559, 79132)",58559,79132,58559-->79132,0.1643192488262911,0.21904761904761902,2.27595818815331,0.12280348759221996,70
"(58559, 79132)",79132,58559,79132-->58559,0.09624413145539906,0.37398373983739835,2.27595818815331,0.20966449101110726,71
"(58559, 7153)",58559,7153,58559-->7153,0.1643192488262911,0.2714285714285714,0.7883766233766234,-0.0728593784931813,72
"(58559, 68954)",68954,58559,68954-->58559,0.00782472613458529,1.0,6.085714285714285,0.8356807511737089,73
"(58559, 91529)",91529,58559,91529-->58559,0.00782472613458529,1.0,6.085714285714285,0.8356807511737089,74
"(150, 318)",150,318,150-->318,0.1486697965571205,0.32631578947368417,0.34043394199785176,-0.6322131620130138,75
"(4306, 4993)",4306,4993,4306-->4993,0.025039123630672927,0.375,0.8907992565055761,-0.0459702660406886,76
"(4886, 6539)",4886,6539,4886-->6539,0.01564945226917058,0.5,4.376712328767123,0.3857589984350548,77
"(4993, 7153)",4993,7153,4993-->7153,0.4209702660406886,0.2527881040892193,0.7342345386955053,-0.0914998458325334,78
"(4993, 4226)",4226,4993,4226-->4993,0.07276995305164319,0.21505376344086025,0.5108526202182516,-0.20591650259982835,79
"(589, 1200)",1200,589,1200-->589,0.032081377151799685,0.24390243902439027,0.23419032086639424,-0.7975686094889118,80
"(858, 1221)",1221,858,1221-->858,0.6236306729264476,0.2572145545796738,0.26703509403153786,-0.7060092325877754,81
"(7438, 4878)",7438,4878,7438-->4878,0.017996870109546165,0.4347826086956522,55.56521739130435,0.4269578825610669,82
"(7438, 4878)",4878,7438,4878-->7438,0.00782472613458529,1.0,55.56521739130435,0.9820031298904538,83
"(21, 50, 296)","(21, 50)",296,"(21, 50)-->296",0.01643192488262911,0.47619047619047616,0.3906106730240234,-0.742901855577912,84
"(21, 50, 296)",21,"(50, 296)","21-->(50, 296)",0.025039123630672927,0.3125,2.3631656804733727,0.1802621283255086,85
"(21, 50, 296)","(21, 296)",50,"(21, 296)-->50",0.01643192488262911,0.47619047619047616,0.5166141159349987,-0.4455622624636709,86
"(32, 50, 593)","(32, 50)",593,"(32, 50)-->593",0.01643192488262911,0.47619047619047616,0.36159918512859685,-0.8407109322602281,87
"(32, 50, 593)","(32, 593)",50,"(32, 593)-->50",0.025821596244131457,0.30303030303030304,0.32875443741318106,-0.6187224356238441,88
"(32, 110, 593)","(32, 110)",593,"(32, 110)-->593",0.017214397496087636,0.4545454545454546,0.34516285853184253,-0.8623559539052497,89
